#gene	KO-hom	KO-het	DMG-hom	DMG-het	BEN-hom	BEN-het
ENTPD1-AS1	0	0	0	0	941	21954
ENTPD2	0	0	5	110	7	373
ENTPD3	0	0	0	64	33	488
ENTPD3-AS1	0	0	0	0	230	4794
ENTPD4	0	1	0	61	50	1012
ENTPD5	0	0	0	37	6	161
ENTPD6	0	0	5	224	83	1341
ENTPD7	0	0	0	44	4	354
ENTPD8	0	2	1	61	15	263
ENY2	0	0	0	0	11	260
EOGT	0	6	5	86	16	599
EOMES	0	0	0	10	2	102
EP300	0	0	2	149	22	487
EP400	0	0	33	568	2	723
EP400NL	0	0	3	192	68	3386
EPAS1	0	0	6	118	58	1274
EPB41	0	0	2	72	49	932
EPB41L1	0	0	0	113	81	881
EPB41L2	0	0	1	115	31	825
EPB41L3	0	0	13	372	9	297
EPB41L4A	0	0	3	142	67	1230
EPB41L4A-AS1	0	0	0	0	5	127
EPB41L4B	0	0	0	36	12	398
EPB41L5	0	0	4	156	38	1255
EPB42	0	0	3	131	9	183
EPC1	0	1	12	260	27	412
EPC2	0	0	0	32	2	118
EPCAM	0	0	2	87	16	262
EPDR1	0	0	0	47	5	584
EPG5	0	1	33	615	17	646
EPGN	0	0	0	2	0	4
EPHA1	0	0	0	144	2	193
EPHA1-AS1	0	1	0	0	7	329
EPHA10	0	2	20	556	91	1801
EPHA2	0	0	3	223	29	436
EPHA3	0	0	8	165	33	587
EPHA4	0	0	0	20	42	855
EPHA5	0	0	2	200	46	1565
EPHA6	0	3	2	88	4	282
EPHA7	0	0	28	239	55	1025
EPHA8	0	0	14	470	61	1722
EPHB1	0	1	7	104	38	829
EPHB2	1	25	1	45	8	346
EPHB3	0	0	0	17	42	652
EPHB4	0	0	0	84	51	1009
EPHB6	0	0	8	154	61	1480
EPHX1	0	0	0	84	85	1329
EPHX2	0	1	25	428	42	538
EPHX3	0	1	0	13	1	38
EPHX4	0	1	0	7	7	170
EPM2A	0	0	0	43	61	585
EPM2AIP1	0	0	0	6	48	887
EPN1	0	0	0	118	7	286
EPN2	0	0	0	60	36	587
EPN2-AS1	0	0	0	0	5	117
EPN2-IT1	0	0	0	0	23	180
EPN3	0	0	10	273	25	649
EPO	0	0	1	18	4	246
EPOR	0	0	10	130	0	116
EPPIN	0	0	18	247	241	3815
EPPIN-WFDC6	0	1	12	137	27	500
EPPK1	0	0	26	845	23	553
EPR-1	0	0	0	0	0	28
EPRS	0	0	14	277	1	143
EPS15	0	0	2	101	33	1024
EPS15L1	0	0	0	26	13	466
EPS8	0	0	0	95	37	513
EPS8L1	0	0	4	130	4	234
EPS8L2	25	186	32	451	11	360
EPS8L3	0	1	15	189	12	215
EPSTI1	0	5	10	182	2	82
EPT1	0	0	0	11	41	701
EPX	0	10	15	285	14	306
EPYC	0	0	3	65	2	194
EQTN	0	0	10	193	4	125
ERAL1	0	2	0	26	0	33
ERAP1	0	0	47	506	241	2940
ERAP2	0	0	5	260	56	1059
ERAS	0	0	0	3	12	85
ERBB2	0	0	10	243	9	419
ERBB2IP	0	1	27	398	56	820
ERBB3	0	0	6	217	62	634
ERBB4	0	2	0	26	191	1787
ERC1	0	1	1	169	79	1296
ERC2	0	1	7	222	12	281
ERC2-IT1	0	0	0	0	21	343
ERCC1	0	17	0	18	63	554
ERCC2	1	30	1	124	43	626
ERCC3	0	0	0	20	27	807
ERCC4	0	0	12	238	70	1544
ERCC5	0	2	6	298	14	433
ERCC6	0	1	12	374	27	1157
ERCC6-PGBD3	0	0	0	0	2	84
ERCC6L	0	0	0	68	2	70
ERCC6L2	0	0	1	100	10	380
ERCC8	0	0	0	15	45	799
EREG	0	0	2	72	29	657
ERF	0	0	2	42	34	772
ERG	0	14	0	6	17	767
ERGIC1	0	59	0	34	37	980
ERGIC2	0	0	0	2	4	74
ERGIC3	0	0	0	3	15	654
ERH	0	0	0	0	5	150
ERI1	0	0	0	30	16	788
ERI2	0	3	4	144	0	42
ERI3	0	0	0	5	0	28
ERICH1	0	0	6	157	31	760
ERLEC1	0	0	12	211	0	71
ERLIN1	0	0	0	1	7	329
ERLIN2	0	0	0	6	29	549
ERMAP	0	1	1	135	4	445
ERMN	0	0	1	49	31	693
ERMP1	0	0	0	132	96	1369
ERN1	0	0	3	114	18	538
ERN2	0	1	0	88	16	441
ERO1L	0	0	0	8	24	374
ERO1LB	0	0	0	41	30	707
ERP27	0	0	4	81	34	415
ERP29	0	0	0	35	0	18
ERP44	0	0	0	10	8	388
ERRFI1	0	0	2	98	43	440
ERV3-1	0	2	0	126	65	1138
ERVFRD-1	0	0	0	42	9	261
ERVK13-1	0	0	0	0	565	8262
ERVMER34-1	0	23	23	141	0	121
ERVV-1	0	1	8	232	22	443
ERVV-2	0	0	0	18	22	289
ESAM	0	0	6	170	5	341
ESCO1	0	0	0	51	1	132
ESCO2	0	0	3	111	20	649
ESD	0	0	0	28	20	294
ESF1	0	0	10	211	8	190
ESM1	0	0	0	8	0	160
ESPL1	0	0	28	548	15	355
ESPN	0	0	7	143	6	472
ESPNL	0	0	9	360	15	785
ESPNP	0	0	2	438	0	66
ESR1	0	0	0	53	29	691
ESR2	0	0	6	208	29	827
ESRG	0	0	0	0	144	857
ESRP1	0	0	0	13	67	797
ESRP2	0	0	1	82	2	189
ESRRA	0	0	0	95	19	219
ESRRB	0	0	7	184	19	374
ESRRG	0	0	0	20	81	1199
ESX1	0	0	17	170	8	65
ESYT1	0	3	1	66	4	244
ESYT2	0	0	10	205	111	2179
ESYT3	0	0	0	162	25	434
ETAA1	0	0	13	336	24	702
ETF1	0	0	0	4	6	287
ETFA	0	1	2	112	1	92
ETFB	1	42	23	276	51	572
ETFDH	0	1	0	15	1	153
ETHE1	0	0	0	42	0	49
ETNK1	0	0	1	47	89	1261
ETNK2	0	0	5	150	12	373
ETS1	0	0	0	8	7	399
ETS2	0	0	0	47	5	163
ETV1	0	0	0	3	36	725
ETV2	0	0	0	56	2	82
ETV3	0	0	0	8	8	219
ETV3L	0	2	6	202	23	506
ETV4	0	6	2	69	2	79
ETV5	0	0	1	42	21	360
ETV6	0	0	0	22	82	1193
ETV7	1	16	15	342	7	259
EU036692	0	0	0	0	0	1
EVA1A	0	0	0	189	21	381
EVA1B	0	0	0	24	0	22
EVA1C	0	0	0	81	24	785
EVC	0	0	29	525	156	2970
EVC2	0	0	7	363	52	756
EVI1	0	0	0	0	34	294
EVI2A	0	0	0	18	5	273
EVI2B	0	1	1	35	16	214
EVI5	0	0	0	27	65	778
EVI5L	0	0	0	14	27	555
EVL	0	0	2	55	4	357
EVPL	0	3	19	521	8	410
EVPLL	0	14	3	49	47	469
EVX1	0	0	0	30	16	347
EVX2	0	0	0	15	6	144
EWSR1	0	0	0	15	8	350
EXD1	0	0	0	22	23	342
EXD2	0	0	2	60	10	449
EXD3	0	17	46	781	48	1333
EXO1	0	2	24	317	15	364
EXO5	4	83	1	95	15	469
EXOC1	0	1	0	26	18	428
EXOC2	0	1	0	65	10	453
EXOC3	0	0	0	25	2	268
EXOC3L1	0	10	26	285	28	409
EXOC3L2	0	0	12	231	17	357
EXOC3L4	0	1	35	336	10	241
EXOC4	0	0	0	46	22	550
EXOC5	0	0	1	42	14	512
EXOC6	0	0	12	217	72	1462
EXOC6B	0	1	2	28	15	401
EXOC7	0	25	20	135	129	947
EXOC8	0	0	0	47	16	476
EXOG	0	1	0	27	17	456
EXOSC1	0	0	0	6	0	30
EXOSC10	0	2	4	100	50	1276
EXOSC2	0	1	0	25	7	324
EXOSC3	0	1	5	103	1	84
EXOSC4	0	0	0	20	10	109
EXOSC5	0	0	0	9	6	111
EXOSC6	0	0	18	115	53	340
EXOSC7	0	1	4	150	6	264
EXOSC8	0	0	1	32	0	13
EXOSC9	0	0	14	126	12	191
EXPH5	0	2	18	630	27	998
EXT1	0	0	0	19	35	501
EXT2	0	0	2	66	43	555
EXTL1	0	0	14	227	15	464
EXTL2	0	0	1	36	30	404
EXTL3	0	1	0	53	25	579
EYA1	0	0	10	116	29	390
EYA2	0	0	3	61	24	268
EYA3	0	0	0	37	11	553
EYA4	0	0	1	26	17	487
EYS	0	5	101	1840	134	2246
EZH1	0	0	0	8	38	593
EZH2	0	0	12	170	9	332
EZR	0	0	0	44	18	526
EZR-AS1	0	0	0	0	0	1
Em:AC008101.5	0	0	0	12	10	166
F10	0	1	4	80	1	163
F11	0	0	1	55	22	492
F11R	0	0	0	14	1	182
F12	0	0	0	77	2	113
F13A1	0	0	6	225	76	949
F13B	0	0	0	98	0	89
F2	0	0	1	13	8	234
F2R	0	0	0	4	29	462
F2RL1	0	0	0	43	18	432
F2RL2	0	1	6	159	14	398
F2RL3	0	0	0	48	25	397
F3	0	0	0	55	13	344
F5	0	0	37	868	66	1376
F7	0	0	11	224	64	853
F8	0	0	13	89	15	132
F9	0	0	0	11	4	93
FA2H	0	0	13	249	129	1494
FAAH	0	0	0	103	0	137
FAAH2	0	2	0	16	0	12
FABP1	0	0	0	4	0	15
FABP12	0	4	0	13	2	81
FABP2	0	1	0	2	10	317
FABP3	0	1	1	48	1	55
FABP4	0	0	0	9	19	258
FABP5	0	0	0	6	1	48
FABP5P3	0	0	0	0	81	1487
FABP6	0	0	0	75	0	53
FABP7	0	0	2	31	14	458
FABP9	0	0	1	79	16	154
FADD	0	0	0	5	5	209
FADS1	0	1	0	0	5	226
FADS2	0	0	0	6	57	1501
FADS3	0	0	0	7	0	18
FADS6	2	50	10	221	2	138
FAF1	0	0	0	10	4	186
FAF2	0	0	0	8	10	401
FAH	0	0	1	58	78	1668
FAHD1	0	3	0	10	25	634
FAHD2A	0	0	0	2	2	96
FAHD2B	0	0	5	308	8	127
FAHD2CP	0	0	0	0	74	1542
FAIM	0	12	0	15	10	325
FAIM2	0	0	0	9	40	763
FAIM3	0	0	0	48	3	52
FAM101A	0	0	0	0	0	21
FAM101B	0	0	5	109	125	1840
FAM102A	0	0	0	8	31	716
FAM102B	0	0	0	6	16	419
FAM103A1	0	0	3	91	8	228
FAM104A	0	0	0	15	17	420
FAM104B	0	2	0	3	8	108
FAM105A	0	1	15	240	43	1398
FAM105B	0	0	3	157	34	1358
FAM106A	0	0	0	0	7	61
FAM106CP	0	0	0	0	0	122
FAM107A	0	0	33	272	41	464
FAM107B	0	0	22	133	13	638
FAM109A	0	0	0	48	16	399
FAM109B	0	8	1	48	33	337
FAM110A	0	0	0	60	13	250
FAM110B	0	0	0	11	19	449
FAM110C	0	2	3	23	61	904
FAM110D	0	0	0	14	1	95
FAM111A	0	0	1	136	156	2008
FAM111B	1	29	2	81	82	985
FAM114A1	0	0	5	122	142	1386
FAM114A2	0	0	1	87	18	267
FAM115A	0	0	0	5	45	439
FAM115C	0	0	0	2	47	440
FAM117A	0	0	0	37	9	380
FAM117B	0	0	0	6	19	453
FAM118A	0	1	0	55	16	368
FAM118B	0	0	0	28	2	163
FAM120A	0	0	3	222	20	384
FAM120AOS	0	0	1	81	18	546
FAM120B	0	0	0	349	16	334
FAM120C	0	0	1	16	0	39
FAM122A	0	0	0	11	77	889
FAM122B	0	0	0	3	1	122
FAM122C	0	0	2	30	35	339
FAM124A	0	0	3	135	33	753
FAM124B	0	0	3	94	26	311
FAM126A	0	0	1	57	34	673
FAM126B	0	0	0	13	12	827
FAM127A	0	0	0	0	0	8
FAM127B	0	1	0	2	0	21
FAM127C	0	0	0	0	3	137
FAM129A	0	1	6	323	153	1424
FAM129B	0	1	0	151	8	439
FAM129C	0	1	7	397	22	864
FAM131A	0	0	3	63	49	1113
FAM131B	0	0	0	15	5	387
FAM131C	0	0	2	115	38	772
FAM132A	0	5	0	70	20	483
FAM133A	0	0	0	37	32	269
FAM133B	0	0	0	0	7	221
FAM133CP	0	0	0	0	3	360
FAM134A	0	0	5	60	16	458
FAM134B	0	0	4	101	13	334
FAM134C	0	0	0	18	6	263
FAM135A	0	0	6	225	51	1324
FAM135B	0	0	2	125	38	741
FAM136A	0	0	0	5	69	754
FAM138D	0	0	0	0	60	460
FAM138E	0	0	0	0	4	72
FAM13A	0	1	14	215	27	635
FAM13A-AS1	0	0	0	0	194	3119
FAM13B	0	0	6	103	4	293
FAM13C	0	0	0	181	21	238
FAM149A	0	0	19	365	52	437
FAM149B1	0	42	1	51	22	380
FAM150A	0	0	0	0	0	75
FAM150B	0	0	0	0	0	21
FAM151A	0	9	30	368	38	389
FAM151B	0	0	0	19	28	509
FAM153A	0	0	10	143	0	13
FAM153C	0	0	2	73	10	91
FAM154A	0	18	13	313	5	270
FAM154B	0	0	0	106	2	230
FAM155A	0	0	19	284	2	205
FAM155B	0	0	0	17	7	135
FAM156A	0	0	0	14	0	22
FAM156B	0	0	0	0	3	72
FAM157A	0	0	0	0	0	5
FAM157B	0	0	1	38	0	0
FAM159A	0	0	0	21	0	73
FAM159B	0	0	6	48	7	81
FAM160A1	0	0	0	91	7	253
FAM160A2	0	0	0	208	12	371
FAM160B1	0	0	0	31	8	415
FAM160B2	0	1	7	411	12	453
FAM161A	0	1	0	108	8	264
FAM161B	0	0	1	237	9	300
FAM162A	0	0	4	93	21	322
FAM162B	0	1	11	235	2	81
FAM163A	0	0	0	24	18	411
FAM163B	0	0	0	0	2	51
FAM166A	0	0	3	162	15	274
FAM166B	0	4	3	96	0	25
FAM167A	0	0	2	60	59	1214
FAM167B	0	0	0	4	1	97
FAM168A	0	0	0	4	23	350
FAM168B	0	0	0	2	27	728
FAM169A	0	0	1	22	42	572
FAM169B	0	0	0	30	50	548
FAM170A	0	0	0	28	4	115
FAM170B	0	1	18	234	23	272
FAM170B-AS1	0	0	0	0	663	9364
FAM171A1	0	0	1	52	3	349
FAM171A2	0	0	10	183	20	458
FAM171B	0	0	1	69	6	362
FAM172A	0	0	3	65	12	415
FAM172BP	0	0	0	34	0	20
FAM173A	0	0	1	55	7	120
FAM173B	0	1	1	86	31	477
FAM174A	0	0	0	45	3	171
FAM174B	0	0	0	15	15	464
FAM175A	0	0	1	80	19	369
FAM175B	0	0	0	6	20	524
FAM177A1	0	0	0	13	5	451
FAM177B	0	3	0	8	2	100
FAM178A	0	0	0	82	25	836
FAM178B	0	0	5	223	3	228
FAM179A	0	9	19	599	47	888
FAM179B	0	2	9	163	72	1199
FAM180A	0	0	3	85	22	541
FAM180B	0	2	0	16	0	65
FAM181A	0	0	3	62	14	309
FAM181A-AS1	0	0	0	0	129	3773
FAM181B	0	0	1	48	11	138
FAM182A	0	0	0	0	94	2747
FAM182B	0	0	0	0	72	1936
FAM183A	0	1	0	10	0	76
FAM183B	0	0	6	159	21	488
FAM184A	0	3	9	222	20	430
FAM184B	0	0	20	362	34	498
FAM185A	0	0	17	346	22	287
FAM186A	0	21	23	480	8	327
FAM186B	0	2	31	378	4	165
FAM187A	0	0	0	0	0	3
FAM187B	0	33	6	171	0	64
FAM188A	0	0	0	27	6	168
FAM188B	1	21	0	9	7	255
FAM189A1	0	0	4	81	86	1069
FAM189A2	0	0	1	65	25	466
FAM189B	0	0	3	186	5	289
FAM192A	0	0	0	2	5	300
FAM193A	0	30	19	401	45	980
FAM193B	0	0	0	47	10	195
FAM194A	0	1	11	306	12	299
FAM194B	0	0	32	303	1	150
FAM195A	0	0	0	2	68	444
FAM195B	0	0	0	4	9	143
FAM196A	0	0	3	61	41	637
FAM196B	0	0	0	30	11	398
FAM198A	0	0	1	108	14	511
FAM198B	1	7	0	44	25	524
FAM199X	0	0	0	1	27	387
FAM19A1	0	0	0	0	1	203
FAM19A2	0	0	0	6	53	691
FAM19A3	0	7	0	37	37	515
FAM19A4	0	0	0	13	10	345
FAM19A5	0	0	0	11	50	822
FAM200A	0	1	0	53	1	50
FAM200B	0	0	7	196	1	125
FAM201A	0	0	0	0	36	393
FAM204A	0	0	0	5	2	230
FAM205A	0	1	9	277	25	329
FAM205B	0	0	0	60	26	784
FAM206A	0	1	1	41	1	96
FAM207A	0	0	3	134	0	22
FAM208A	0	0	3	165	67	1689
FAM208B	0	0	11	572	24	481
FAM209A	0	0	1	69	0	47
FAM209B	0	1	2	63	7	154
FAM20A	0	1	1	87	31	675
FAM20B	0	0	0	13	101	1118
FAM20C	0	0	5	233	74	1294
FAM210A	0	0	0	56	23	858
FAM210B	0	0	0	2	88	594
FAM211A	0	13	13	275	3	307
FAM211B	0	1	4	189	7	155
FAM212A	0	1	0	29	3	126
FAM212B	0	0	0	41	66	2193
FAM213A	0	0	0	15	5	331
FAM213B	1	8	1	47	0	108
FAM214A	0	2	9	266	27	497
FAM214B	0	0	1	89	22	475
FAM215A	0	0	0	0	24	993
FAM216A	0	0	0	24	5	226
FAM216B	0	2	0	32	2	287
FAM217A	0	6	16	392	40	728
FAM217B	0	0	0	25	25	650
FAM218A	0	0	6	77	7	194
FAM219A	0	0	0	1	25	677
FAM219B	0	0	0	21	26	283
FAM21A	0	0	0	0	2	40
FAM21B	0	0	0	0	3	61
FAM21C	0	0	3	111	19	520
FAM220A	0	0	6	135	4	332
FAM221A	0	0	41	521	188	2824
FAM221B	0	0	0	46	16	334
FAM222A	0	0	0	49	11	474
FAM222A-AS1	0	0	1	18	22	646
FAM222B	0	0	0	28	5	269
FAM223B	0	0	4	49	0	0
FAM225A	0	0	0	0	19	309
FAM225B	0	0	0	0	20	543
FAM227A	0	0	8	158	26	957
FAM227B	0	5	0	27	114	986
FAM228A	0	0	0	8	13	199
FAM228B	0	0	9	175	0	46
FAM229A	0	0	16	112	14	107
FAM229B	0	0	2	70	13	372
FAM24A	0	0	0	10	14	234
FAM24B	0	0	0	1	0	14
FAM24B-CUZD1	0	2	0	162	7	432
FAM25A	2	58	7	77	1	78
FAM25C	0	0	0	0	0	9
FAM26D	0	0	8	161	19	259
FAM26E	0	0	0	58	13	380
FAM26F	0	3	19	496	8	182
FAM27A	0	0	0	0	0	103
FAM27L	0	0	0	27	0	38
FAM32A	0	0	0	2	3	140
FAM35A	0	0	5	111	0	32
FAM35BP	0	0	0	0	26	380
FAM35DP	0	0	0	122	40	1156
FAM3A	0	0	0	1	18	284
FAM3B	0	0	4	202	49	999
FAM3C	0	0	0	3	80	660
FAM3D	0	0	15	214	9	241
FAM41C	0	0	0	0	96	2502
FAM43A	0	0	0	45	44	615
FAM43B	0	0	0	2	5	132
FAM45B	0	0	17	234	21	430
FAM46A	0	0	1	39	19	672
FAM46B	0	0	3	90	5	249
FAM46C	0	0	0	23	30	973
FAM46D	0	0	0	14	0	61
FAM47A	0	0	0	50	0	17
FAM47B	0	14	5	115	0	18
FAM47C	0	0	22	265	5	167
FAM47E	0	0	2	46	8	264
FAM47E-STBD1	0	2	4	80	28	455
FAM49A	0	0	0	1	0	203
FAM49B	0	0	0	1	2	152
FAM50A	0	0	0	3	0	28
FAM50B	0	0	1	27	0	59
FAM53A	0	0	39	301	61	731
FAM53B	0	0	0	34	51	775
FAM53C	0	0	0	16	7	200
FAM57A	0	0	0	13	13	434
FAM57B	0	0	0	3	11	301
FAM58A	0	0	0	1	1	45
FAM5B	0	0	0	48	11	201
FAM5C	0	0	0	19	2	74
FAM60A	0	0	0	17	46	617
FAM63A	0	0	5	149	6	272
FAM63B	0	0	0	59	42	599
FAM64A	0	0	0	11	29	567
FAM65A	0	2	7	250	33	510
FAM65B	0	1	7	505	9	514
FAM65C	0	0	1	160	16	720
FAM66A	0	0	0	0	18	142
FAM66B	0	0	0	0	467	6032
FAM66C	0	0	0	0	97	2667
FAM66D	0	0	0	0	0	6
FAM66E	0	0	0	0	323	2043
FAM69A	0	0	0	27	11	232
FAM69B	0	0	0	29	12	316
FAM69C	0	0	11	274	2	148
FAM71A	0	8	4	212	25	398
FAM71B	0	1	3	98	1	103
FAM71C	0	1	0	40	33	288
FAM71D	2	36	6	129	11	457
FAM71E1	0	1	3	43	4	148
FAM71E2	0	1	3	351	28	575
FAM71F1	0	2	0	16	28	613
FAM71F2	0	0	0	18	0	64
FAM72B	0	0	3	68	0	1
FAM73A	0	0	0	19	22	999
FAM73B	0	0	1	110	13	442
FAM74A1	0	0	0	0	8	230
FAM74A3	0	0	0	0	16	346
FAM76A	0	0	0	12	34	350
FAM76B	0	0	0	3	3	197
FAM78A	0	0	0	28	27	682
FAM78B	0	0	0	14	21	261
FAM81A	0	0	0	14	7	370
FAM81B	0	65	1	98	3	73
FAM83A	0	4	2	80	61	847
FAM83A-AS1	0	0	0	0	2	121
FAM83B	0	1	11	164	28	448
FAM83C	0	0	1	153	12	286
FAM83D	0	0	3	176	17	575
FAM83E	0	0	3	150	8	225
FAM83F	0	0	1	106	17	168
FAM83G	0	0	0	102	4	121
FAM83H	0	0	10	375	43	787
FAM84A	0	0	0	0	20	472
FAM84B	0	0	0	62	28	682
FAM86A	0	0	1	83	10	331
FAM86B1	18	158	0	0	0	1
FAM86B2	0	0	0	0	1	126
FAM86B3P	0	0	3	136	426	6231
FAM86C1	0	5	9	304	56	1235
FAM86C2P	0	0	8	110	24	556
FAM86DP	0	0	68	545	110	1235
FAM86EP	0	0	0	5	471	6752
FAM86FP	0	0	0	2	157	3883
FAM86HP	0	0	2	30	308	5561
FAM86JP	0	0	0	0	192	4927
FAM89A	0	0	0	5	1	62
FAM89B	0	0	0	0	9	232
FAM8A1	0	14	0	45	20	546
FAM90A1	0	0	8	279	39	876
FAM90A10P	0	0	0	0	0	3
FAM90A25P	0	0	0	0	1	171
FAM90A27P	0	0	0	1	26	630
FAM90A7P	0	0	0	0	18	375
FAM91A1	0	4	0	29	10	714
FAM92A1	0	0	9	238	29	275
FAM92A1P2	0	0	0	0	6	141
FAM92B	0	0	0	77	43	839
FAM95A	0	0	0	0	20	646
FAM95C	0	0	0	0	0	11
FAM96A	0	1	0	3	2	205
FAM96B	0	0	0	3	0	27
FAM98A	0	0	0	44	17	332
FAM98B	0	0	0	10	6	140
FAM98C	0	3	42	500	1	255
FAM99A	0	0	0	0	48	731
FAM99B	0	0	0	0	17	287
FAM9A	0	0	1	46	1	92
FAM9B	0	0	0	10	6	49
FAM9C	0	0	0	4	9	216
FAN1	0	1	2	160	2	263
FANCA	0	2	55	1027	36	790
FANCB	0	0	2	49	1	59
FANCC	0	0	0	102	27	952
FANCD2	0	0	4	267	31	770
FANCD2OS	0	0	5	79	2	91
FANCE	0	0	4	97	83	602
FANCF	0	0	1	53	17	427
FANCG	0	0	8	177	4	113
FANCI	0	0	16	396	81	990
FANCL	0	0	0	33	1	73
FANCM	0	8	27	739	36	455
FANK1	0	3	8	255	144	2398
FANK1-AS1	0	0	0	1	13	235
FAP	0	0	0	172	38	458
FAR1	0	0	0	21	4	407
FAR2	0	0	1	32	2	79
FARP1	0	4	1	158	17	553
FARP2	0	0	37	644	43	616
FARS2	0	0	0	34	7	283
FARSA	0	0	0	90	12	289
FARSB	0	0	0	24	41	559
FAS	0	0	6	89	58	1260
FAS-AS1	0	0	0	0	3	88
FASLG	0	0	0	13	16	216
FASN	0	0	9	421	23	776
FASTK	0	0	21	155	6	282
FASTKD1	0	20	8	139	25	324
FASTKD2	0	0	19	241	91	1897
FASTKD3	0	0	8	240	2	46
FASTKD5	0	1	9	260	4	79
FAT1	0	2	68	1359	150	2430
FAT2	0	1	20	901	41	1281
FAT3	0	0	25	648	77	1759
FAT4	0	0	39	976	31	880
FATE1	0	0	0	3	8	139
FAU	0	0	0	14	0	50
FAXC	0	0	0	10	30	1439
FAXDC2	0	0	3	154	3	322
FBF1	0	0	38	486	10	449
FBL	0	0	0	5	4	228
FBLIM1	0	0	1	130	63	896
FBLL1	0	0	0	0	0	19
FBLN1	0	0	0	92	4	251
FBLN2	0	0	61	384	132	1044
FBLN5	0	0	0	16	16	471
FBLN7	0	0	1	74	5	175
FBN1	0	0	26	225	57	1103
FBN2	0	0	10	421	68	1130
FBN3	23	364	52	1010	65	1474
FBP1	0	0	1	43	13	317
FBP2	1	16	0	28	24	232
FBRS	0	0	0	25	3	153
FBRSL1	0	0	29	550	15	366
FBXL12	0	0	1	53	2	217
FBXL13	0	0	27	374	11	314
FBXL14	0	0	0	5	46	670
FBXL15	0	0	1	14	0	107
FBXL16	0	0	7	149	14	396
FBXL17	0	0	6	86	68	1520
FBXL18	0	0	1	117	58	1246
FBXL19	0	0	0	9	2	71
FBXL19-AS1	0	0	0	0	34	604
FBXL2	0	0	0	14	25	687
FBXL20	0	0	0	4	49	1309
FBXL21	2	93	6	78	51	938
FBXL22	0	1	13	171	13	346
FBXL3	0	0	0	3	24	561
FBXL4	0	0	1	107	15	443
FBXL5	0	0	2	54	42	606
FBXL6	0	0	5	154	10	296
FBXL7	0	0	1	22	26	597
FBXL8	0	0	3	48	9	92
FBXO10	0	0	5	73	45	549
FBXO11	0	0	1	41	7	276
FBXO15	0	0	2	99	69	1245
FBXO16	0	0	18	161	1	67
FBXO17	0	0	0	9	23	378
FBXO18	0	0	1	27	6	496
FBXO2	0	0	0	9	0	99
FBXO21	0	0	0	2	8	340
FBXO22	0	0	0	11	2	169
FBXO22-AS1	0	0	0	0	0	4
FBXO24	0	0	0	24	0	100
FBXO25	0	0	11	93	26	616
FBXO27	0	0	0	2	17	321
FBXO28	0	0	0	3	70	946
FBXO3	0	0	9	74	84	1147
FBXO30	0	0	3	73	75	689
FBXO31	0	0	0	12	36	770
FBXO32	0	0	17	120	54	1167
FBXO33	0	0	0	41	53	942
FBXO34	0	0	18	291	14	622
FBXO36	0	0	0	17	9	302
FBXO38	0	0	2	89	3	159
FBXO39	0	0	5	143	15	172
FBXO4	0	0	3	55	10	251
FBXO40	0	1	1	59	25	639
FBXO41	0	1	2	178	63	799
FBXO42	0	0	2	89	31	629
FBXO43	0	0	18	161	127	1264
FBXO44	0	0	18	185	24	458
FBXO45	0	0	0	0	35	914
FBXO46	0	0	12	198	7	326
FBXO47	0	0	1	55	7	228
FBXO48	0	0	0	2	6	301
FBXO5	0	0	13	193	7	264
FBXO6	0	1	0	33	17	281
FBXO7	0	1	8	205	81	1265
FBXO8	0	0	0	15	25	472
FBXO9	0	0	0	4	51	758
FBXW10	0	20	23	656	11	296
FBXW11	0	0	0	4	44	370
FBXW12	0	0	9	183	0	17
FBXW2	0	0	0	7	27	909
FBXW4	0	0	6	68	20	369
FBXW4P1	0	1	1	27	1	155
FBXW5	0	0	1	89	9	298
FBXW7	0	0	0	23	1	115
FBXW8	0	4	1	109	17	525
FBXW9	0	0	8	117	2	85
FCAMR	0	1	8	183	20	364
FCAR	0	0	3	171	154	2529
FCER1A	0	0	6	95	19	315
FCER1G	0	0	0	9	3	109
FCER2	0	0	1	115	6	269
FCF1	0	0	0	29	19	286
FCGBP	0	1	39	1301	24	651
FCGR1A	0	0	0	1	0	11
FCGR1B	0	0	6	204	3	237
FCGR1C	0	0	0	0	25	496
FCGR2A	6	108	7	148	21	494
FCGR2B	0	0	2	59	37	518
FCGR2C	0	0	14	88	288	2908
FCGR3A	0	7	0	95	27	657
FCGR3B	0	0	50	207	115	1035
FCGRT	0	2	2	131	12	347
FCHO1	0	0	0	256	43	595
FCHO2	0	0	1	52	4	278
FCHSD1	0	1	5	343	7	331
FCHSD2	0	0	1	78	24	493
FCN1	0	3	3	94	0	55
FCN2	0	2	0	58	22	200
FCN3	0	33	1	33	0	10
FCRL1	0	0	5	158	19	497
FCRL2	0	1	3	74	29	779
FCRL3	0	4	14	353	40	588
FCRL4	0	1	14	308	7	296
FCRL5	0	18	13	370	168	2326
FCRL6	11	148	25	325	92	1267
FCRLA	0	1	2	140	38	918
FCRLB	0	11	11	246	1	101
FDCSP	0	0	0	3	3	64
FDFT1	0	0	4	122	35	857
FDPS	0	0	1	61	0	22
FDPSP2	0	0	0	0	27	720
FDX1	0	0	0	7	20	507
FDX1L	0	0	0	61	10	180
FDXACB1	0	0	2	111	2	73
FDXR	0	2	9	179	14	391
FECH	0	0	9	168	106	1668
FEM1A	0	0	0	20	7	134
